id,stem,category
Q1532,面对一件需要动手的事我会毫不犹豫地开始,action-habit
Q1533,我理想的工作场所是,future-vision
Q1534,五年后我希望自己,future-vision
Q1535,如果可以自由选择我会从事需要动手的创造工作,future-vision
Q1536,我认为未来最有价值的能力是,future-vision
Q1537,和别人发生分歧时我通常,conflict-choice
Q1538,团队意见不统一时我会,conflict-choice
Q1539,面对冲突我倾向于用行动而非言语来化解,conflict-choice
Q1540,在意见对立时我最看重的是,conflict-choice
Q1541,小组作业有人不干活你,interpersonal-relationship
Q1542,室友生活习惯让你不舒服,interpersonal-relationship
Q1543,同学找你借作业抄,interpersonal-relationship
Q1544,朋友在背后说你坏话,interpersonal-relationship
Q1545,班级竞选班委你,interpersonal-relationship
Q1546,和老师有意见分歧时,interpersonal-relationship
Q1547,社团里学弟学妹请教你,interpersonal-relationship
Q1548,朋友考试作弊被发现,interpersonal-relationship
Q1549,小组课题意见不合时,interpersonal-relationship
Q1550,宿舍熄灯后有人打电话,interpersonal-relationship
Q1551,新生报到第一天你会,interpersonal-relationship
Q1552,同学考试成绩比你好很多,interpersonal-relationship
Q1553,在班级里我很容易交到朋友,interpersonal-relationship
Q1554,我更喜欢一对一聊天而不是群聊,interpersonal-relationship
Q1555,我能察觉到同学的情绪变化,interpersonal-relationship
Q1556,我在人群中会感到不自在,interpersonal-relationship
Q1557,我会主动帮助成绩差的同学,interpersonal-relationship
Q1558,我容易相信别人说的话,interpersonal-relationship
Q1559,我经常在群里发言活跃气氛,interpersonal-relationship
Q1560,我会为了维持关系而委屈自己,interpersonal-relationship
Q1561,我宁愿一个人吃饭也不想去社交,interpersonal-relationship
Q1562,我觉得真正的朋友不需要多,interpersonal-relationship
Q1563,被老师当众批评我会很难过,interpersonal-relationship
Q1564,我觉得合作比竞争更重要,interpersonal-relationship
Q1565,期末复习时你的策略是,learning-cognition
Q1566,面对数学难题你会,learning-cognition
Q1567,选择选修课你最看重,learning-cognition
Q1568,考试没考好你的第一反应,learning-cognition
Q1569,学英语时你更喜欢,learning-cognition
Q1570,面对选科你会,learning-cognition
Q1571,你觉得最有效的记忆方法,learning-cognition
Q1572,老师在课堂上讲错了你会,learning-cognition
Q1573,你更喜欢的课堂形式是,learning-cognition
Q1574,假期你会怎么安排学习,learning-cognition
Q1575,做小组课题你通常负责,learning-cognition
Q1576,在图书馆旁边有人说话,learning-cognition
Q1577,考研/保研选校你最看重,learning-cognition
Q1578,面对留学语言考试你会,learning-cognition
Q1579,参加学科竞赛你会,learning-cognition
Q1580,我喜欢动手做实验胜过看书,learning-cognition
Q1581,我习惯用思维导图整理知识,learning-cognition
Q1582,我更喜欢一个人安静地学习,learning-cognition
Q1583,我能长时间专注于一道题,learning-cognition
Q1584,我对新知识总是充满好奇,learning-cognition
Q1585,我觉得实践比理论更重要,learning-cognition
Q1586,我会主动预习下节课的内容,learning-cognition
Q1587,我能从失败中快速总结教训,learning-cognition
Q1588,我觉得记忆比理解更重要,learning-cognition
Q1589,考试前一晚你通常,stress-response
Q1590,老师突击检查作业你没写完,stress-response
Q1591,面对高考/中考你感觉,stress-response
Q1592,连续几门考试砸了你,stress-response
Q1593,论文/作业截止前一天,stress-response
Q1594,你在考场上遇到不会的题,stress-response
Q1595,父母对你期望很高你感到,stress-response
Q1596,被老师叫去办公室谈话你,stress-response
Q1597,作业太多时我会焦虑,stress-response
Q1598,我能很好调节考试压力,stress-response
Q1599,排名下降我会很沮丧,stress-response
Q1600,我容易因为成绩影响心情,stress-response
Q1601,面对deadline我效率反而更高,stress-response
Q1602,我会反复检查是否带齐考试用品,stress-response
Q1603,面对压力我会选择运动发泄,stress-response
Q1604,我害怕在全班面前回答问题,stress-response
Q1605,我会因为担心结果而无法开始,stress-response
Q1606,考研备考期间我会感到孤独,stress-response
Q1607,我觉得压力能激发我的潜能,stress-response
Q1608,面试/答辩前我会反复练习,stress-response
Q1609,我觉得失败是很丢人的事,stress-response
Q1610,我习惯把压力憋在心里,stress-response
Q1611,面对不确定的结果我会很焦虑,stress-response
Q1612,我觉得请假/逃课是不负责任,stress-response
Q1613,你选择大学专业最看重,motivation-value
Q1614,你觉得学习的意义是,motivation-value
Q1615,如果不用考虑分数你会选,motivation-value
Q1616,你理想中的老师是,motivation-value
Q1617,你选择社团最看重,motivation-value
Q1618,你选择读研的最主要原因,motivation-value
Q1619,如果获得一笔奖学金你会,motivation-value
Q1620,你最不能接受哪种学习方式,motivation-value
Q1621,我觉得学历比能力重要,motivation-value
Q1622,我更在意过程而不是结果,motivation-value
Q1623,我选择专业时会考虑家庭意见,motivation-value
Q1624,我觉得做喜欢的事不怕辛苦,motivation-value
Q1625,我希望将来能改变某个领域,motivation-value
Q1626,我觉得稳定比高薪更重要,motivation-value
Q1627,我愿意为梦想放弃安稳,motivation-value
Q1628,我觉得赚钱是学习的首要目的,motivation-value
Q1629,我觉得帮助他人比成就自己更重要,motivation-value
Q1630,我会为了GPA牺牲兴趣爱好,motivation-value
Q1631,我觉得出国留学能开阔眼界,motivation-value
Q1632,我更在意别人的评价而不是自己的,motivation-value
Q1633,我觉得第一份工作最重要的是学习,motivation-value
Q1634,我愿意尝试完全陌生的领域,motivation-value
Q1635,我觉得实习经历比上课重要,motivation-value
Q1636,我选择工作会考虑社会价值,motivation-value
Q1637,你在陌生环境中通常,emotion-self
Q1638,取得成绩后你更倾向,emotion-self
Q1639,你觉得自己最大的优点是,emotion-self
Q1640,当你感到迷茫时你会,emotion-self
Q1641,你对未来的大学生活,emotion-self
Q1642,面对不喜欢的课你会,emotion-self
Q1643,周末没有作业时你通常,emotion-self
Q1644,你觉得自己最需要改进的是,emotion-self
Q1645,我对自己的外貌感到满意,emotion-self
Q1646,我经常反思自己的行为,emotion-self
Q1647,我觉得自己的情绪很稳定,emotion-self
Q1648,我会因为别人的一句话想很多,emotion-self
Q1649,我清楚自己想要什么,emotion-self
Q1650,离开家上学我会很想家,emotion-self
Q1651,我习惯把情绪藏起来,emotion-self
Q1652,我觉得自己比同龄人成熟,emotion-self
Q1653,我会因为别人比我优秀而自卑,emotion-self
Q1654,我觉得一个人也可以很充实,emotion-self
Q1655,我经常感到孤独,emotion-self
Q1656,我对自己的学习能力有信心,emotion-self
Q1657,我会因为考试成绩否定自己,emotion-self
Q1658,我觉得表达情绪是软弱的表现,emotion-self
Q1659,我能接受自己的不完美,emotion-self
Q1660,我觉得未来充满可能性,emotion-self
Q1661,你的书桌通常,action-habit
Q1662,你每天玩手机的时间,action-habit
Q1663,你做笔记的习惯是,action-habit
Q1664,制定学习计划后你,action-habit
Q1665,你更喜欢哪种运动方式,action-habit
Q1666,面对手工作业/实验课你,action-habit
Q1667,你起床后第一件事通常,action-habit
Q1668,你觉得自己的动手能力,action-habit
Q1669,我习惯提前完成任务,action-habit
Q1670,我做事前喜欢先定计划,action-habit
Q1671,我能坚持每天背单词/做题,action-habit
Q1672,我经常丢三落四,action-habit
Q1673,我喜欢把事情留到最后,action-habit
Q1674,我有记账/记录开支的习惯,action-habit
Q1675,我喜欢整洁有序的环境,action-habit
Q1676,我会定期整理手机相册和文件,action-habit
Q1677,我习惯边学习边吃东西,action-habit
Q1678,我更喜欢户外实践而不是坐在教室,action-habit
Q1679,我会用APP管理日程和任务,action-habit
Q1680,我经常忘记回复消息,action-habit
Q1681,我擅长同时做多件事,action-habit
Q1682,我觉得守时非常重要,action-habit
Q1683,我会定期运动保持身体健康,action-habit
Q1684,我做事三分钟热度,action-habit
Q1685,你对第一份工作的期望是,work-career
Q1686,如果实习中领导让你打杂,work-career
Q1687,你选择实习最看重,work-career
Q1688,你觉得理想的工作环境是,work-career
Q1689,毕业想去的城市,work-career
Q1690,面试时被问到不会的问题,work-career
Q1691,如果工作和专业不对口,work-career
Q1692,你更愿意做哪种工作,work-career
Q1693,我觉得实习比上课更重要,work-career
Q1694,我希望工作能帮助到别人,work-career
Q1695,我能接受经常出差的工作,work-career
Q1696,我希望工作有明确的晋升路径,work-career
Q1697,我觉得工作只是谋生手段,work-career
Q1698,我愿意从基层岗位做起,work-career
Q1699,我觉得创业比打工更有前途,work-career
Q1700,我希望工作和生活能平衡,work-career
Q1701,我能接受加班但没有加班费,work-career
Q1702,我觉得技术类工作更有安全感,work-career
Q1703,我希望工作中有自主决策权,work-career
Q1704,我觉得考公务员是好选择,work-career
Q1705,我更喜欢项目制而不是固定工作,work-career
Q1706,我觉得人脉比能力更重要,work-career
Q1707,我愿意去偏远地区工作几年,work-career
Q1708,我觉得第一份工作薪资最重要,work-career
Q1709,填报志愿时你会,decision-making
Q1710,面对两个都喜欢的专业,decision-making
Q1711,你在做重要决定前会,decision-making
Q1712,考研还是直接工作你,decision-making
Q1713,出国还是留在国内你,decision-making
Q1714,你在购物时会,decision-making
Q1715,选课冲突时你会优先,decision-making
Q1716,面对多个社团邀请你会,decision-making
Q1717,我做决定前会收集大量信息,decision-making
Q1718,我一旦做了决定就不后悔,decision-making
Q1719,我经常改变已经做的决定,decision-making
Q1720,我觉得选择比努力更重要,decision-making
Q1721,我做决定很快不纠结,decision-making
Q1722,我会因为怕后悔而不敢选择,decision-making
Q1723,我觉得走弯路也是一种收获,decision-making
Q1724,我会反复权衡后才做决定,decision-making
Q1725,我更相信数据而不是直觉,decision-making
Q1726,我觉得别人的经验很有参考价值,decision-making
Q1727,我习惯给每个选项打分再选,decision-making
Q1728,我觉得计划赶不上变化,decision-making
Q1729,选专业时我优先考虑就业,decision-making
Q1730,我觉得留学能改变命运,decision-making
Q1731,我更愿意走大多数人走过的路,decision-making
Q1732,我觉得选择太多反而痛苦,decision-making
Q1733,你想象中十年后的自己是,future-vision
Q1734,如果可以实现一个愿望你选,future-vision
Q1735,你对毕业后五年的规划是,future-vision
Q1736,你觉得自己适合在大城市还是小城,future-vision
Q1737,你最想过什么样的生活,future-vision
Q1738,如果回到三年前你会,future-vision
Q1739,你对人工智能时代的看法,future-vision
Q1740,如果中了五百万你会,future-vision
Q1741,我经常想象未来的生活,future-vision
Q1742,我有清晰的人生目标,future-vision
Q1743,我觉得青春就应该多尝试,future-vision
Q1744,我担心以后找不到好工作,future-vision
Q1745,我相信努力就会有回报,future-vision
Q1746,我觉得命运掌握在自己手中,future-vision
Q1747,我想过出国留学的生活,future-vision
Q1748,我觉得30岁前应该事业有成,future-vision
Q1749,我希望将来能财务自由,future-vision
Q1750,我觉得人生最重要的是开心,future-vision
Q1751,我想过改变世界,future-vision
Q1752,我觉得平凡的生活也很好,future-vision
Q1753,我有明确的时间规划,future-vision
Q1754,我担心自己的选择是错的,future-vision
Q1755,我觉得人生应该有一段gap year,future-vision
Q1756,我希望能成为某个领域的专家,future-vision
Q1757,朋友让你帮忙作弊你会,conflict-choice
Q1758,你觉得校规不合理的规定,conflict-choice
Q1759,班费使用有争议你会,conflict-choice
Q1760,和朋友同时喜欢上一个东西,conflict-choice
Q1761,家长逼你学不喜欢的特长,conflict-choice
Q1762,你觉得学习和谈恋爱,conflict-choice
Q1763,你觉得网络实名制,conflict-choice
Q1764,同学借了你东西不还,conflict-choice
Q1765,我觉得规则就是用来遵守的,conflict-choice
Q1766,为了朋友我可以违反原则,conflict-choice
Q1767,我觉得大多数争议都有对错,conflict-choice
Q1768,我能接受和自己观点不同的人,conflict-choice
Q1769,我觉得竞争是好事,conflict-choice
Q1770,我宁可自己吃亏也不想伤和气,conflict-choice
Q1771,我觉得有些事情没有对错,conflict-choice
Q1772,我敢在公开场合表达不同意见,conflict-choice
Q1773,我觉得少数应该服从多数,conflict-choice
Q1774,我会为了合群而改变自己,conflict-choice
Q1775,我觉得吵架也是一种沟通,conflict-choice
Q1776,我宁愿沉默也不愿起冲突,conflict-choice
Q1777,我觉得公平比效率更重要,conflict-choice
Q1778,你愿意当班级/社团的组织者,work-career
Q1779,我觉得说服别人是一种能力,interpersonal-relationship
Q1780,我喜欢带头组织活动,action-habit
Q1781,我觉得领导力比执行力更重要,motivation-value
Q1782,你愿意参加辩论赛或演讲比赛,work-career
Q1783,我觉得自己有天生的领导气质,emotion-self
Q1784,你更想创业而不是打工,work-career
Q1785,我觉得谈判和说服很有意思,interpersonal-relationship
Q1786,我喜欢把东西分类整理得井井有条,action-habit
Q1787,我擅长做数据整理和表格,learning-cognition
Q1788,我做事喜欢按流程和规则来,action-habit
Q1789,我觉得细节决定成败,motivation-value
Q1790,我喜欢做预算和记账,action-habit
Q1791,我擅长执行别人的计划,action-habit
Q1792,我觉得文档管理很重要,work-career
Q1793,我喜欢按部就班的工作节奏,work-career
